x y z
0.714286 0.244898 -0.312923
0.742857 0.244898 -0.318525
0.771429 0.244898 -0.359141
0.8 0.244898 -0.331744
0.828571 0.244898 -0.320159
0.857143 0.244898 -0.347869
0.885714 0.244898 -0.341204
0.914286 0.244898 -0.358529
0.942857 0.244898 -0.341797
0.971429 0.244898 -0.335582
1 0.244898 -0.351417

0 0.265306 -0.284463
0.0285714 0.265306 -0.30447
0.0571429 0.265306 -0.285674
0.0857143 0.265306 -0.320664
0.114286 0.265306 -0.287335
0.142857 0.265306 -0.325631
0.171429 0.265306 -0.313574
0.2 0.265306 -0.348426
0.228571 0.265306 -0.31404
0.257143 0.265306 -0.303443
0.285714 0.265306 -0.279835
0.314286 0.265306 -0.312617
0.342857 0.265306 -0.318763
0.371429 0.265306 -0.288647
0.4 0.265306 -0.322771
0.428571 0.265306 -0.280602
0.457143 0.265306 -0.323909
0.485714 0.265306 -0.277569
0.514286 0.265306 -0.305867
0.542857 0.265306 -0.341895
0.571429 0.265306 -0.309989
0.6 0.265306 -0.298005
0.628571 0.265306 -0.321507
0.657143 0.265306 -0.305358
0.685714 0.265306 -0.297229
0.714286 0.265306 -0.358856
0.742857 0.265306 -0.280006
0.771429 0.265306 -0.322278
0.8 0.265306 -0.304316
0.828571 0.265306 -0.322373
0.857143 0.265306 -0.331564
0.885714 0.265306 -0.363338
0.914286 0.265306 -0.383538
0.942857 0.265306 -0.295206
0.971429 0.265306 -0.29957
1 0.265306 -0.277249

0 0.285714 -0.262739
0.0285714 0.285714 -0.280662
0.0571429 0.285714 -0.272924
0.0857143 0.285714 -0.27297
0.114286 0.285714 -0.26942
0.142857 0.285714 -0.283441
0.171429 0.285714 -0.291822
0.2 0.285714 -0.312413
0.228571 0.285714 -0.283355
0.257143 0.285714 -0.270017
0.285714 0.285714 -0.270075
0.314286 0.285714 -0.303311
0.342857 0.285714 -0.269589
0.371429 0.285714 -0.270976
0.4 0.285714 -0.279083
0.428571 0.285714 -0.260539
0.457143 0.285714 -0.294051
0.485714 0.285714 -0.278676
0.514286 0.285714 -0.304332
0.542857 0.285714 -0.28836
0.571429 0.285714 -0.262238
0.6 0.285714 -0.278061
0.628571 0.285714 -0.2618
0.657143 0.285714 -0.27503
0.685714 0.285714 -0.285095
0.714286 0.285714 -0.316783
0.742857 0.285714 -0.257609
0.771429 0.285714 -0.254007
0.8 0.285714 -0.2936
0.828571 0.285714 -0.273981
0.857143 0.285714 -0.259708
0.885714 0.285714 -0.259017
0.914286 0.285714 -0.274061
0.942857 0.285714 -0.222613
0.971429 0.285714 -0.311072
1 0.285714 -0.265933

0 0.306122 -0.243838
0.0285714 0.306122 -0.281356
0.0571429 0.306122 -0.248117
0.0857143 0.306122 -0.266265
0.114286 0.306122 -0.254378
0.142857 0.306122 -0.241192
0.171429 0.306122 -0.287047
0.2 0.306122 -0.235533
0.228571 0.306122 -0.300176
0.257143 0.306122 -0.29149
0.285714 0.306122 -0.265286
0.314286 0.306122 -0.26094
0.342857 0.306122 -0.244174
0.371429 0.306122 -0.268067
0.4 0.306122 -0.252974
0.428571 0.306122 -0.263644
0.457143 0.306122 -0.253812
0.485714 0.306122 -0.282683
0.514286 0.306122 -0.269097
0.542857 0.306122 -0.254004
0.571429 0.306122 -0.241979
0.6 0.306122 -0.292071
0.628571 0.306122 -0.243731
0.657143 0.306122 -0.239536
0.685714 0.306122 -0.269012
0.714286 0.306122 -0.261929
0.742857 0.306122 -0.276482
0.771429 0.306122 -0.230424
0.8 0.306122 -0.27235
0.828571 0.306122 -0.273909
0.857143 0.306122 -0.256226
0.885714 0.306122 -0.231459
0.914286 0.306122 -0.232127
0.942857 0.306122 -0.239857
0.971429 0.306122 -0.271522
1 0.306122 -0.249347

0 0.326531 -0.193203
0.0285714 0.326531 -0.263199
0.0571429 0.326531 -0.286096
0.0857143 0.326531 -0.274688
0.114286 0.326531 -0.281232
0.142857 0.326531 -0.241141
0.171429 0.326531 -0.221255
